4810 0
40 0
1 0
11 0
11 0
7 0
1 0
1 0
2 0
11 0
1 0
1 0
2 0
6 0
1 0
16 0
12 0
67 0
3 0
179 0
1 0
64 0
3 0
60 0
3 0
40 0
80 0
22 0
3 0
3 0
3 0
10 0
12 0
1 0
2 0
13 0
4 0
1 0
5 0
399 0
18 0
471 0
1 0
6 0
41 0
2 0
19 0
2 0
31 0
38 0
1 0
1 0
1 0
1 0
1 0
1 0
4 0
24 0
11 0
8 0
231 0
3 0
1 0
15 0
4 0
1 0
1 0
2 0
23 0
1 0
3 0
4 0
1 0
1 0
2 0
1 0
2 0
2 0
7 0
1 0
7 0
1 0
3 0
2 0
18 0
1 0
7 0
7 0
26 0
6 0
3 0
2 0
2 0
58 0
4 0
1 0
1397 0
1 0
18 0
22 0
1 0
45 0
1 0
2 0
122 0
1 0
7 0
4 0
6 0
1 0
15 0
1 0
1 0
6 0
7 0
59 0
2 0
5 0
68 0
1 0
1 0
1 0
2 0
44 0
1 0
2 0
47 0
1 0
1 0
6 0
2 0
22 0
1 0
4233 0
5 0
9 0
4 0
12 0
11 0
1 0
8 0
2 0
32 0
228 0
4 0
11 0
4168 0
7 0
4 0
10895 0
1 0
1 0
2 0
2 0
42 0
540 0
36 0
23 0
2 0
2 0
3 0
1 0
122 0
6 0
12 0
131 0
9 0
27 0
1 0
10 0
8 0
1 0
1 0
2 0
601 0
599 0
2 0
2 0
1 0
2 0
1 0
15 0
7 0
1 0
4 0
27 0
1 0
5 0
3 0
2 0
1 0
1 0
26 0
2 0
22554 0
2 0
86 0
2 0
251 0
45 0
1 0
89 0
1 0
13 0
10 0
6 0
47 0
1 0
1 0
9 0
7 0
1 0
170 0
1577 0
1077 0
1 0
1 0
1 0
2 0
4 0
1 0
2 0
2 0
7 0
1 0
1 0
59 0
10 0
12 0
7 0
39 0
375 0
4 0
1 0
2713 0
25 0
3 0
320 0
8 0
3 0
2 0
6 0
501 0
1 0
1 0
28 0
81 0
1 0
1 0
1546 0
4 0
6 0
3 0
47 0
6 0
6 0
1 0
4 0
426 0
5 0
1 0
1 0
1 0
7 0
6 0
2 0
307 0
98 0
1 0
349 0
3 0
2 0
1 0
1 0
17894 0
6 0
1 0
1 0
13 0
1 0
3 0
8 0
23 0
732 0
5 0
2 0
26 0
1 0
1 0
1 0
3 0
1 0
9 0
10 0
1 0
3 0
3 0
1 0
1 0
1 0
3 0
1 0
1 0
1 0
5 0
2 0
1 0
4 0
26 0
1 0
1 0
9 0
2 0
7 0
7 0
4 0
7 0
1 0
192 0
1 0
1 0
84 0
1 0
4 0
22 0
1 0
2 0
1 0
34 0
2 0
1 0
30 0
1 0
224 0
32 0
1 0
21 0
1 0
1 0
1 0
2 0
1 0
2 0
25 0
1 0
1 0
2 0
12 0
2 0
2 0
13 0
1 0
2 0
1 0
5350 0
1 0
19 0
2 0
2 0
5 0
5 0
3 0
1 0
9 0
1 0
33 0
123 0
4 0
1 0
20 0
1 0
13 0
2 0
4 0
3 0
1 0
3 0
11 0
6 0
839 0
11 0
10 0
36773 0
1 0
11 0
5 0
3 0
3 0
11 0
224 0
12 0
4 0
47 0
1 0
2 0
1 0
9 0
2 0
5 0
9 0
1 0
3 0
10 0
1 0
7 0
6 0
2 0
1 0
7 0
22 0
284 0
2 0
2 0
7 0
1 0
2 0
3 0
9 0
2 0
11 0
2 0
1 0
85659 0
4 0
1 0
3 0
2 0
1679 0
4 0
14 0
47 0
1 0
3 0
7 0
1 0
6 0
15 0
1 0
5 0
54 0
1 0
5 0
1 0
1 0
3 0
3 0
26 0
3 0
1085 0
1 0
99 0
7 0
254 0
9 0
45 0
1 0
3 0
3 0
3 0
1 0
1 0
373 0
1 0
2 0
2 0
3 0
1 0
10 0
1 0
5086 0
758 0
88 0
36 0
13 0
4 0
1 0
2 0
1 0
62 0
12 0
1 0
1 0
101 0
1 0
4 0
1 0
5 0
1 0
1 0
1 0
1 0
53 0
3 0
8 0
1 0
6 0
17 0
6 0
7344 0
1 0
603 0
7 0
41 0
3 0
6 0
1 0
2672 0
44 0
2 0
12 0
6013 0
2 0
12 0
2 0
4 0
3 0
20 0
11 0
5 0
3989 0
10 0
9 0
4 0
1 0
6 0
173 0
7 0
1 0
2 0
1 0
15 0
142 0
1 0
5 0
3 0
7 0
37 0
9 0
19 0
1 0
2 0
64 0
97 0
1 0
2 0
1 0
139 0
154 0
2798 0
