16 1
6 1
1 1
23 1
25 1
2 1
1 1
1 1
3 1
1 1
1 1
62 1
4 1
2 1
13 1
3 1
7 1
18 1
6 1
1 1
1 1
4 1
15 1
3 1
1 1
39 1
48 1
3 1
6 1
1 1
2 1
76 1
4 1
7 1
1 1
1 1
5 1
5 1
1 1
8 1
2 1
7 1
1 1
5 1
3 1
3 1
1 1
8 1
7 1
86 1
335 1
1 1
1 1
183 1
7 1
2 1
1 1
1 1
3 1
7 1
2 1
14 1
6 1
745 1
14 1
1 1
73 1
1 1
4 1
12 1
15 1
1 1
57 1
9 1
29 1
1 1
4 1
5 1
1 1
6 1
1 1
28 1
77 1
2 1
1 1
2 1
1 1
3 1
23 1
1 1
5 1
24 1
2 1
3 1
1 1
4 1
1 1
1 1
1 1
1 1
1 1
5 1
3 1
60 1
4 1
9 1
3 1
9 1
12 1
5 1
5 1
2 1
26 1
6 1
6 1
2 1
77 1
12 1
1 1
2 1
3 1
2 1
4 1
1 1
3 1
12 1
25 1
1 1
19 1
3 1
13 1
82 1
363 1
62 1
1 1
45 1
2 1
6 1
2 1
1 1
2 1
62 1
4 1
7 1
2 1
1 1
48 1
1 1
1 1
2 1
6 1
8 1
1 1
2 1
32 1
5 1
1 1
6 1
2 1
17 1
2 1
1519 1
7 1
5 1
6 1
7 1
1 1
1 1
4 1
2 1
1 1
1 1
1 1
97 1
1 1
15 1
7 1
1 1
5 1
1 1
1 1
1 1
2 1
10 1
2 1
1 1
42 1
7 1
1 1
1 1
5 1
6 1
1 1
1 1
1 1
1 1
12 1
2 1
1 1
15 1
1 1
5 1
1036 1
1 1
64 1
1375 1
2 1
8 1
1 1
1060 1
1 1
8 1
2 1
9 1
3 1
1 1
4 1
1 1
1 1
1 1
1 1
3 1
2 1
1 1
3 1
1 1
3 1
50 1
6 1
15 1
1 1
31 1
1 1
1 1
4 1
1 1
67 1
4 1
3 1
1 1
2 1
1 1
8 1
2 1
2 1
1 1
1 1
5 1
3 1
1 1
1 1
1 1
2734 1
3 1
8 1
1 1
2 1
1 1
1 1
2 1
1 1
6 1
269 1
1 1
1 1
1 1
3 1
2 1
14 1
1 1
236 1
27 1
1 1
1 1
14 1
28 1
292 1
1 1
2 1
22 1
1 1
28 1
1 1
11 1
2 1
4 1
2 1
3 1
1 1
21 1
4 1
24 1
9 1
1 1
83 1
1 1
1 1
3 1
3 1
3 1
335 1
27 1
11 1
1 1
1 1
5 1
1 1
1 1
15 1
4 1
9 1
2 1
1 1
117 1
3 1
1 1
48 1
154 1
1 1
7 1
79 1
